name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
GJ 682 b,16,4.4 Earths,10.94,2014
GJ 682 c,16,8.7 Earths,10.94,2014
GJ 685 b,47,9 Earths,9.98,2019
GJ 687 b,15,17.2 Earths,9.15,2014
GJ 687 c,15,16 Earths,9.15,2020
GJ 720 A b,51,13.64 Earths,9.84,2021
GJ 740 b,36,2.96 Earths,9.22,2021
GJ 832 b,16,0.68 Jupiters,8.66,2008
GJ 832 c,16,5.4 Earths,8.66,2014
GJ 849 b,29,0.9 Jupiters,10.41,2006
GJ 849 c,29,0.702 Jupiters,10.41,2014
GJ 86 b,35,4.42 Jupiters,6.12,1999
GJ 876 b,15,2.2756 Jupiters,10.16,1998
GJ 876 c,15,0.7142 Jupiters,10.16,2000
GJ 876 d,15,6.83 Earths,10.16,2005
GJ 876 e,15,14.6 Earths,10.16,2010
GJ 887 b,11,4.2 Earths,7.56,2020
GJ 887 c,11,7.6 Earths,7.56,2020
GJ 9066 b,15,30.9 Earths,12.71,2020
GJ 9066 c,15,0.22528 Jupiters,12.71,2020
GJ 9689 b,100,9.65 Earths,11.297,2020
GJ 96 b,39,19.66 Earths,9.4,2018
GJ 9827 b,97,4.91 Earths,10.37,2017
GJ 9827 c,97,0.84 Earths,10.37,2017
GJ 9827 d,97,4.04 Earths,10.37,2017
Gl 378 b,49,13.02 Earths,10.03,2019
Gl 49 b,32,5.63 Earths,9.56,2019
Gl 686 b,27,6.624 Earths,9.62,2018
GPX-1 b,2137,19.7 Jupiters,12.316,2021
GQ Lupi b,493,20 Jupiters,11.593,2004
GSC 06214-00210 b,354,16 Jupiters,12.416,2010
GU Piscium b,155,11.3 Jupiters,14.146,2014
HAT-P-11 b,123,26.69772 Earths,9.46,2008
HAT-P-11 c,123,2.3 Jupiters,9.46,2018
HAT-P-12 b,466,0.211 Jupiters,12.665,2009
HAT-P-13 b,805,0.851 Jupiters,10.421,2009
HAT-P-13 c,805,14.28 Jupiters,10.421,2009
HAT-P-14 b,726,3.44 Jupiters,9.988,2010
HAT-P-15 b,628,1.94 Jupiters,12.41,2010
HAT-P-16 b,739,4.193 Jupiters,10.911,2010
HAT-P-17 b,301,0.58 Jupiters,10.375,2010
HAT-P-17 c,301,3.4 Jupiters,10.375,2010
HAT-P-18 b,526,0.197 Jupiters,12.597,2010
HAT-P-19 b,659,0.292 Jupiters,12.826,2010
HAT-P-1 b,519,0.525 Jupiters,9.827,2006
HAT-P-20 b,232,7.246 Jupiters,11.231,2010
HAT-P-21 b,904,4.87 Jupiters,11.459,2010
HAT-P-22 b,267,2.47 Jupiters,9.763,2010
HAT-P-23 b,1190,1.34 Jupiters,11.937,2010
HAT-P-24 b,1355,0.75 Jupiters,11.762,2010
HAT-P-25 b,980,0.569 Jupiters,13.146,2010
HAT-P-26 b,463,22.2481 Earths,11.757,2010
HAT-P-27 b,650,0.62 Jupiters,12.052,2011
HAT-P-28 b,1309,0.626 Jupiters,13.098,2011
HAT-P-29 b,1023,0.88 Jupiters,11.825,2011
HAT-P-2 b,417,8.7 Jupiters,8.72,2007
HAT-P-30 b,698,0.83 Jupiters,10.352,2011
HAT-P-31 b,1122,2.27 Jupiters,11.667,2011
HAT-P-32 b,943,0.68 Jupiters,11.439,2011
HAT-P-33 b,1292,0.92 Jupiters,11.032,2011
HAT-P-34 b,813,3.33 Jupiters,10.403,2011
HAT-P-35 b,1654,1.056 Jupiters,12.389,2011
HAT-P-36 b,960,1.8482 Jupiters,12.146,2011
HAT-P-37 b,1274,1.169 Jupiters,13.427,2011
HAT-P-38 b,832,0.267 Jupiters,12.525,2012
HAT-P-39 b,2274,0.599 Jupiters,12.282,2012
HAT-P-3 b,439,0.65 Jupiters,11.856,2007
HAT-P-40 b,1515,0.48 Jupiters,11.34,2012
HAT-P-41 b,1136,1.19 Jupiters,11.365,2012
HAT-P-42 b,1322,1.044 Jupiters,12.125,2012
HAT-P-43 b,1725,0.662 Jupiters,13.279,2012
HAT-P-44 b,1135,0.352 Jupiters,13.225,2014
HAT-P-44 c,1135,4 Jupiters,13.225,2014
HAT-P-45 b,974,0.892 Jupiters,12.783,2014
HAT-P-46 b,948,0.493 Jupiters,11.997,2014
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008
HAT-P-8 b,690,1.28 Jupiters,10.358,2008
HAT-P-9 b,1485,0.749 Jupiters,12.344,2008
HATS-10 b,1745,0.526 Jupiters,13.202,2015
HATS-11 b,3081,0.83 Jupiters,14.06,2016
HATS-12 b,2434,2.39 Jupiters,12.831,2016
HATS-13 b,1376,0.543 Jupiters,13.911,2015
HATS-14 b,1673,1.071 Jupiters,14.052,2015
HATS-15 b,3717,2.17 Jupiters,14.909,2016
HATS-16 b,2469,3.27 Jupiters,13.957,2016
HATS-17 b,1306,1.338 Jupiters,12.402,2016
HATS-18 b,2037,1.9795 Jupiters,14.188,2016
HATS-1 b,926,1.855 Jupiters,12.155,2012
HATS-22 b,749,2.74 Jupiters,13.397,2017
HATS-23 b,2084,1.47 Jupiters,13.84,2017
HATS-24 b,1612,2.26 Jupiters,12.915,2017
HATS-25 b,1537,0.613 Jupiters,13.172,2016
HATS-26 b,2811,0.65 Jupiters,13.006,2016
HATS-27 b,2665,0.53 Jupiters,12.782,2016
HATS-28 b,1746,0.672 Jupiters,13.981,2016
HATS-29 b,1154,0.653 Jupiters,12.62,2016
HATS-2 b,1115,1.345 Jupiters,13.565,2013
HATS-30 b,1116,0.706 Jupiters,12.283,2016
HATS-31 b,2525,0.88 Jupiters,13.315,2016
HATS-32 b,2431,0.92 Jupiters,14.386,2016
HAT-P-7 b,1113,1.84 Jupiters,10.481,2008
HAT-P-8 b,690,1.28 Jupiters,10.358,2008
HAT-P-9 b,1485,0.749 Jupiters,12.344,2008
HATS-10 b,1745,0.526 Jupiters,13.202,2015
HATS-11 b,3081,0.83 Jupiters,14.06,2016
HATS-12 b,2434,2.39 Jupiters,12.831,2016
HATS-13 b,1376,0.543 Jupiters,13.911,2015
HATS-14 b,1673,1.071 Jupiters,14.052,2015
HATS-15 b,3717,2.17 Jupiters,14.909,2016
HATS-16 b,2469,3.27 Jupiters,13.957,2016
HATS-17 b,1306,1.338 Jupiters,12.402,2016
HATS-18 b,2037,1.9795 Jupiters,14.188,2016
HATS-1 b,926,1.855 Jupiters,12.155,2012
HATS-22 b,749,2.74 Jupiters,13.397,2017
HATS-23 b,2084,1.47 Jupiters,13.84,2017
HATS-24 b,1612,2.26 Jupiters,12.915,2017
HATS-25 b,1537,0.613 Jupiters,13.172,2016
HATS-26 b,2811,0.65 Jupiters,13.006,2016
HATS-27 b,2665,0.53 Jupiters,12.782,2016
HATS-28 b,1746,0.672 Jupiters,13.981,2016
HATS-29 b,1154,0.653 Jupiters,12.62,2016
HATS-2 b,1115,1.345 Jupiters,13.565,2013
HATS-30 b,1116,0.706 Jupiters,12.283,2016
HATS-31 b,2525,0.88 Jupiters,13.315,2016
HATS-32 b,2431,0.92 Jupiters,14.386,2016
HATS-8 b,2592,0.138 Jupiters,14.512,2015
HATS-9 b,2083,0.837 Jupiters,13.256,2015
HD 100546 b,358,752 Jupiters,6.69,2014
HD 100655 b,447,1.61 Jupiters,6.4421,2011
HD 100777 b,162,1.03 Jupiters,8.42,2007
HD 10180 c,127,13.1 Earths,7.33,2010
HD 10180 d,127,11.75 Earths,7.33,2010
HD 10180 e,127,25.1 Earths,7.33,2010
HD 10180 f,127,23.9 Earths,7.33,2010
HD 10180 g,127,21.4 Earths,7.33,2010
HD 10180 h,127,0.203 Jupiters,7.33,2010
HD 101930 b,98,0.25 Jupiters,8.21,2005
HD 102117 b,129,0.17 Jupiters,7.47,2005
HD 102195 b,96,0.41 Jupiters,8.07,2006
HD 102272 b,1132,4.94 Jupiters,8.69,2008
HD 102329 b,708,8.16 Jupiters,7.88,2011
HD 102329 c,708,1.52 Jupiters,7.88,2018
HD 102365 b,30,16 Earths,4.89,2010
HD 102843 b,205,0.35837 Jupiters,9.26,2019
HD 102956 b,398,0.96 Jupiters,7.86,2010
HD 103197 b,186,28.6047 Earths,9.4,2009
HD 103720 b,149,0.62 Jupiters,9.5,2014
HD 103774 b,184,0.367 Jupiters,7.13463,2013
HD 103949 b,86,11.2 Earths,8.7,2019
HD 104067 b,66,0.16 Jupiters,7.92,2009
HATS-8 b,2592,0.138 Jupiters,14.512,2015
HATS-9 b,2083,0.837 Jupiters,13.256,2015
HD 100546 b,358,752 Jupiters,6.69,2014
HD 100655 b,447,1.61 Jupiters,6.4421,2011
HD 100777 b,162,1.03 Jupiters,8.42,2007
HD 10180 c,127,13.1 Earths,7.33,2010
HD 10180 d,127,11.75 Earths,7.33,2010
HD 10180 e,127,25.1 Earths,7.33,2010
HD 10180 f,127,23.9 Earths,7.33,2010
HD 10180 g,127,21.4 Earths,7.33,2010
HD 10180 h,127,0.203 Jupiters,7.33,2010
HD 101930 b,98,0.25 Jupiters,8.21,2005
HD 102117 b,129,0.17 Jupiters,7.47,2005
HD 102195 b,96,0.41 Jupiters,8.07,2006
HD 102272 b,1132,4.94 Jupiters,8.69,2008
HD 102329 b,708,8.16 Jupiters,7.88,2011
HD 102329 c,708,1.52 Jupiters,7.88,2018
HD 102365 b,30,16 Earths,4.89,2010
HD 102843 b,205,0.35837 Jupiters,9.26,2019
HD 102956 b,398,0.96 Jupiters,7.86,2010
HD 103197 b,186,28.6047 Earths,9.4,2009
HD 103720 b,149,0.62 Jupiters,9.5,2014
HD 103774 b,184,0.367 Jupiters,7.13463,2013
HD 103949 b,86,11.2 Earths,8.7,2019
HD 104067 b,66,0.16 Jupiters,7.92,2009
HD 10442 b,442,1.487 Jupiters,7.828,2014
HD 104985 b,328,8.3 Jupiters,5.79389,2003
HD 106252 b,125,6.93 Jupiters,7.41,2002
HD 106270 b,306,10.13 Jupiters,7.58,2011
HD 106315 b,357,12.6 Earths,8.951,2017
HD 106315 c,357,15.2 Earths,8.951,2017
HD 10647 b,57,0.94 Jupiters,5.52,2006
HD 106515 A b,111,9.61 Jupiters,7.971,2012
HD 106906 b,336,11 Jupiters,7.8,2013
HD 10697 b,108,6.383 Jupiters,6.28262,1999
HD 107148 b,161,0.21 Jupiters,8.01,2005
HD 107148 c,161,19.89606 Earths,8.01,2021
HD 108147 b,127,0.261 Jupiters,6.99,2002
HD 108236 b,211,3.24 Earths,9.25,2020
HD 108236 c,211,4.94 Earths,9.25,2020
HD 108236 d,211,6.98 Earths,9.25,2020
HD 108236 e,211,9.71 Earths,9.25,2020
HD 108236 f,211,4.72 Earths,9.25,2021
HD 108341 b,160,3.5 Jupiters,9.38,2014
HD 108863 b,537,2.414 Jupiters,7.71,2011
HD 108874 b,194,1.42 Jupiters,8.76,2002
HD 108874 c,194,0.99 Jupiters,8.76,2005
HD 109246 b,221,0.86 Jupiters,8.751,2010
HD 109271 b,182,17.162 Earths,8.04,2013
HD 109271 c,182,24.154 Earths,8.04,2013
HD 116029 c,402,1.27 Jupiters,7.88,2018
HD 117207 b,106,1.926 Jupiters,7.26,2004
HD 11755 b,767,5.63 Jupiters,6.88269,2015
HD 117618 b,123,0.174 Jupiters,7.17,2004
HD 118203 b,301,2.79 Jupiters,8.05,2005
HD 11964 b,109,0.622 Jupiters,6.41525,2005
HD 11964 c,109,25 Earths,6.41525,2008
HD 11977 b,222,6.54 Jupiters,4.68,2005
HD 120084 b,336,4.5 Jupiters,5.90686,2013
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 124330 b,196,0.75 Jupiters,7.88,2021
HD 12484 b,158,2.98 Jupiters,8.18,2016
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HD 126525 b,123,0.237 Jupiters,7.85,2018
HD 126614 b,238,0.41 Jupiters,8.81,2009
HD 12661 b,123,2.43 Jupiters,7.43,2000
HD 12661 c,123,1.812 Jupiters,7.43,2002
HD 128311 b,53,1.769 Jupiters,7.48,2002
HD 128311 c,53,3.789 Jupiters,7.48,2005
HD 128356 b,85,0.89 Jupiters,8.2411,2016
HD 116029 c,402,1.27 Jupiters,7.88,2018
HD 117207 b,106,1.926 Jupiters,7.26,2004
HD 11755 b,767,5.63 Jupiters,6.88269,2015
HD 117618 b,123,0.174 Jupiters,7.17,2004
HD 118203 b,301,2.79 Jupiters,8.05,2005
HD 11964 b,109,0.622 Jupiters,6.41525,2005
HD 11964 c,109,25 Earths,6.41525,2008
HD 11977 b,222,6.54 Jupiters,4.68,2005
HD 120084 b,336,4.5 Jupiters,5.90686,2013
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 124330 b,196,0.75 Jupiters,7.88,2021
HD 12484 b,158,2.98 Jupiters,8.18,2016
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HD 126525 b,123,0.237 Jupiters,7.85,2018
HD 126614 b,238,0.41 Jupiters,8.81,2009
HD 12661 b,123,2.43 Jupiters,7.43,2000
HD 12661 c,123,1.812 Jupiters,7.43,2002
HD 128311 b,53,1.769 Jupiters,7.48,2002
HD 128311 c,53,3.789 Jupiters,7.48,2005
HD 128356 b,85,0.89 Jupiters,8.2411,2016
HD 129445 b,220,1.6 Jupiters,8.8,2009
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 131496 b,430,1.8 Jupiters,7.8,2011
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 134987 c,85,0.82 Jupiters,6.47,2009
HD 136352 b,48,4.72 Earths,5.65,2019
HD 136352 c,48,11.24 Earths,5.65,2019
HD 136352 d,48,8.82 Earths,5.65,2019
HD 136418 b,343,2.14 Jupiters,7.849,2009
HD 136925 b,156,0.84 Jupiters,7.91433,2021
HD 137388 b,132,0.2 Jupiters,8.71,2011
HD 137496 b,507,4.04 Earths,9.899,2021
HD 137496 c,507,7.66 Jupiters,9.899,2021
HD 13808 b,92,11.2 Earths,8.36,2021
HD 13808 c,92,9.96 Earths,8.36,2021
HD 129445 b,220,1.6 Jupiters,8.8,2009
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 131496 b,430,1.8 Jupiters,7.8,2011
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 134987 c,85,0.82 Jupiters,6.47,2009
HD 136352 b,48,4.72 Earths,5.65,2019
HD 136352 c,48,11.24 Earths,5.65,2019
HD 136352 d,48,8.82 Earths,5.65,2019
HD 136418 b,343,2.14 Jupiters,7.849,2009
HD 136925 b,156,0.84 Jupiters,7.91433,2021
HD 137388 b,132,0.2 Jupiters,8.71,2011
HD 137496 b,507,4.04 Earths,9.899,2021
HD 137496 c,507,7.66 Jupiters,9.899,2021
HD 13808 b,92,11.2 Earths,8.36,2021
HD 13808 c,92,9.96 Earths,8.36,2021
HD 129445 b,220,1.6 Jupiters,8.8,2009
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 131496 b,430,1.8 Jupiters,7.8,2011
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 134987 c,85,0.82 Jupiters,6.47,2009
HD 136352 b,48,4.72 Earths,5.65,2019
HD 136352 c,48,11.24 Earths,5.65,2019
HD 136352 d,48,8.82 Earths,5.65,2019
HD 136418 b,343,2.14 Jupiters,7.849,2009
HD 136925 b,156,0.84 Jupiters,7.91433,2021
HD 137388 b,132,0.2 Jupiters,8.71,2011
HD 137496 b,507,4.04 Earths,9.899,2021
HD 137496 c,507,7.66 Jupiters,9.899,2021
HD 13808 b,92,11.2 Earths,8.36,2021
HD 13808 c,92,9.96 Earths,8.36,2021
